dispute_id,transaction_id,customer_id,created_date,reason,status,amount
dsp_000706,txn_00096926,cust_02621,2025-10-25,product_not_received,lost,71.52
dsp_000707,txn_00096995,cust_02621,2025-10-08,fraudulent,pending,79.87
dsp_000708,txn_00097480,cust_00692,2026-03-02,fraudulent,lost,9.5
dsp_000709,txn_00097730,cust_02394,2026-03-16,fraudulent,pending,9.33
dsp_000710,txn_00097794,cust_02490,2026-01-20,product_not_received,won,79.0
dsp_000711,txn_00098019,cust_00813,2026-03-19,not_as_described,pending,488.39
dsp_000712,txn_00098025,cust_00813,2026-03-20,fraudulent,lost,28.68
dsp_000713,txn_00098047,cust_00813,2026-03-20,not_as_described,won,208.13
dsp_000714,txn_00098079,cust_03847,2025-07-17,fraudulent,lost,27.64
dsp_000715,txn_00098312,cust_01622,2026-04-01,fraudulent,won,53.04
dsp_000716,txn_00098502,cust_04898,2026-04-01,duplicate,lost,73.55
dsp_000717,txn_00098512,cust_04898,2026-03-06,fraudulent,lost,102.51
dsp_000718,txn_00098524,cust_04898,2026-02-13,not_as_described,won,33.17
dsp_000719,txn_00098602,cust_04898,2026-02-27,fraudulent,lost,7.4
dsp_000720,txn_00098614,cust_04898,2026-03-17,product_not_received,lost,109.93
dsp_000721,txn_00098687,cust_02040,2026-03-12,fraudulent,lost,38.66
dsp_000722,txn_00098692,cust_02040,2026-03-15,product_not_received,won,43.18
dsp_000723,txn_00098696,cust_02040,2026-03-05,unauthorized,lost,1.08
dsp_000724,txn_00098761,cust_03727,2026-04-01,not_as_described,won,13.37
dsp_000725,txn_00098867,cust_03154,2026-03-13,product_not_received,won,26.32
dsp_000726,txn_00099045,cust_03748,2026-03-04,fraudulent,lost,14.83
dsp_000727,txn_00099798,cust_02965,2026-01-17,fraudulent,won,56.43
dsp_000728,txn_00100011,cust_03565,2026-03-13,fraudulent,pending,20.88
dsp_000729,txn_00100317,cust_02083,2026-02-10,fraudulent,lost,14.39
dsp_000730,txn_00100381,cust_04632,2026-03-02,product_not_received,lost,11.03
dsp_000731,txn_00100579,cust_04236,2026-03-18,product_not_received,won,7.96
dsp_000732,txn_00101037,cust_01845,2025-05-22,duplicate,won,18.57
dsp_000733,txn_00101115,cust_00823,2026-03-05,not_as_described,won,201.46
dsp_000734,txn_00101158,cust_00823,2026-02-17,product_not_received,lost,61.37
dsp_000735,txn_00101222,cust_00823,2026-03-21,product_not_received,lost,18.66
dsp_000736,txn_00101306,cust_03474,2025-12-07,not_as_described,lost,24.41
dsp_000737,txn_00101424,cust_03474,2025-11-16,fraudulent,pending,13.14
dsp_000738,txn_00101432,cust_03474,2025-11-14,fraudulent,lost,9.84
dsp_000739,txn_00101444,cust_03474,2026-02-27,fraudulent,lost,32.89
dsp_000740,txn_00101653,cust_02453,2026-04-02,product_not_received,won,51.78
dsp_000741,txn_00101858,cust_00857,2026-03-27,fraudulent,lost,4.26
dsp_000742,txn_00102103,cust_01069,2026-02-12,fraudulent,lost,7.68
dsp_000743,txn_00102116,cust_01069,2026-03-26,fraudulent,won,49.47
dsp_000744,txn_00102262,cust_02581,2026-04-01,not_as_described,won,9.76
dsp_000745,txn_00102515,cust_01636,2026-02-27,fraudulent,lost,86.82
dsp_000746,txn_00102773,cust_04462,2026-02-23,not_as_described,lost,11.12
dsp_000747,txn_00102808,cust_04462,2026-02-12,fraudulent,won,17.71
dsp_000748,txn_00103107,cust_01029,2026-03-03,fraudulent,lost,32.44
dsp_000749,txn_00103281,cust_01454,2026-02-25,fraudulent,lost,12.24
dsp_000750,txn_00103471,cust_04381,2026-04-02,not_as_described,lost,20.95
dsp_000751,txn_00103739,cust_03754,2026-02-01,fraudulent,lost,29.45
dsp_000752,txn_00103891,cust_01419,2026-01-26,product_not_received,lost,36.67
dsp_000753,txn_00103986,cust_01419,2026-02-10,fraudulent,lost,52.3
dsp_000754,txn_00104041,cust_01419,2026-03-11,fraudulent,lost,62.4
dsp_000755,txn_00104048,cust_01419,2026-01-21,fraudulent,lost,94.74
dsp_000756,txn_00104173,cust_01384,2026-03-06,fraudulent,lost,61.15
dsp_000757,txn_00104383,cust_01432,2026-03-11,not_as_described,won,51.24
dsp_000758,txn_00104415,cust_01432,2026-02-27,not_as_described,lost,30.79
dsp_000759,txn_00104541,cust_00956,2026-03-09,product_not_received,won,23.12
dsp_000760,txn_00104720,cust_02614,2026-01-29,duplicate,lost,289.15
dsp_000761,txn_00104898,cust_04950,2026-02-20,duplicate,won,108.78
dsp_000762,txn_00105042,cust_03441,2026-03-08,fraudulent,won,32.97
dsp_000763,txn_00105171,cust_04233,2026-02-09,product_not_received,lost,68.57
dsp_000764,txn_00105295,cust_04233,2026-02-23,duplicate,won,77.33
dsp_000765,txn_00105428,cust_00409,2025-11-03,duplicate,pending,100.81
dsp_000766,txn_00105507,cust_00409,2025-10-15,fraudulent,lost,9.65
dsp_000767,txn_00105977,cust_04459,2026-03-01,product_not_received,won,152.34
dsp_000768,txn_00106155,cust_02279,2026-02-20,duplicate,lost,48.78
dsp_000769,txn_00106282,cust_02279,2026-01-09,product_not_received,won,15.6
dsp_000770,txn_00106306,cust_02279,2025-11-30,duplicate,won,79.17
dsp_000771,txn_00106367,cust_00465,2025-10-10,fraudulent,pending,60.17
dsp_000772,txn_00106601,cust_00840,2026-02-16,fraudulent,lost,134.72
dsp_000773,txn_00106648,cust_00840,2026-01-08,fraudulent,lost,212.54
dsp_000774,txn_00106697,cust_00840,2026-03-18,fraudulent,won,40.73
dsp_000775,txn_00106795,cust_00526,2026-02-19,product_not_received,pending,143.77
dsp_000776,txn_00106869,cust_00526,2026-02-17,product_not_received,lost,233.64
dsp_000777,txn_00106932,cust_00526,2026-03-29,fraudulent,lost,25.77
dsp_000778,txn_00106989,cust_02560,2026-02-19,duplicate,pending,49.92
dsp_000779,txn_00107073,cust_02560,2026-01-01,duplicate,won,27.3
dsp_000780,txn_00107082,cust_02560,2026-03-18,unauthorized,won,51.86
dsp_000781,txn_00107102,cust_02560,2026-03-09,fraudulent,lost,24.96
dsp_000782,txn_00107315,cust_02985,2026-02-08,not_as_described,won,66.75
dsp_000783,txn_00107462,cust_04065,2026-02-08,unauthorized,won,4.63
dsp_000784,txn_00107737,cust_03929,2026-01-10,duplicate,won,53.68
dsp_000785,txn_00107865,cust_01840,2026-02-19,fraudulent,lost,130.91
dsp_000786,txn_00107876,cust_01840,2026-02-25,fraudulent,won,73.26
dsp_000787,txn_00107946,cust_01840,2026-03-11,product_not_received,pending,13.99
dsp_000788,txn_00108104,cust_04940,2025-10-10,fraudulent,lost,21.53
dsp_000789,txn_00108137,cust_04940,2026-02-09,not_as_described,lost,55.09
dsp_000790,txn_00108151,cust_04940,2026-03-05,product_not_received,lost,11.4
dsp_000791,txn_00108185,cust_04940,2025-10-23,fraudulent,lost,73.3
dsp_000792,txn_00108223,cust_01267,2026-04-11,duplicate,won,89.19
dsp_000793,txn_00108246,cust_01267,2026-02-19,unauthorized,lost,82.37
dsp_000794,txn_00108528,cust_00398,2026-01-17,duplicate,won,13.5
dsp_000795,txn_00108577,cust_00398,2026-04-04,product_not_received,lost,23.27
dsp_000796,txn_00108928,cust_02734,2025-03-30,product_not_received,pending,34.93
dsp_000797,txn_00109061,cust_03257,2026-01-24,duplicate,won,18.59
dsp_000798,txn_00109086,cust_03257,2026-04-03,fraudulent,lost,83.72
dsp_000799,txn_00109093,cust_01204,2026-02-28,fraudulent,lost,46.29
dsp_000800,txn_00109279,cust_01204,2026-02-25,fraudulent,lost,5.98
dsp_000801,txn_00109361,cust_00771,2026-03-09,product_not_received,lost,41.9
dsp_000802,txn_00109376,cust_00771,2026-03-30,fraudulent,lost,14.59
dsp_000803,txn_00109423,cust_02291,2026-02-17,not_as_described,pending,19.97
dsp_000804,txn_00109553,cust_00331,2026-02-13,not_as_described,won,75.42
dsp_000805,txn_00109582,cust_00331,2026-03-09,not_as_described,lost,9.41
dsp_000806,txn_00109619,cust_00331,2026-02-02,fraudulent,won,16.49
dsp_000807,txn_00109661,cust_00331,2026-03-25,product_not_received,lost,8.18
dsp_000808,txn_00109663,cust_00331,2026-02-27,duplicate,lost,6.01
dsp_000809,txn_00109881,cust_00901,2026-03-01,fraudulent,lost,39.43
dsp_000810,txn_00110019,cust_01770,2026-02-07,fraudulent,lost,22.88
dsp_000811,txn_00110440,cust_02409,2025-07-03,fraudulent,won,26.34
dsp_000812,txn_00110901,cust_03591,2026-01-08,fraudulent,lost,113.22
dsp_000813,txn_00110918,cust_03591,2025-05-17,unauthorized,won,16.76
dsp_000814,txn_00111010,cust_01550,2026-02-23,fraudulent,lost,2.35
dsp_000815,txn_00111036,cust_01550,2026-01-25,fraudulent,lost,19.62
dsp_000816,txn_00111322,cust_01609,2026-03-12,duplicate,won,5.19
dsp_000817,txn_00111489,cust_04904,2026-04-05,product_not_received,won,103.03
dsp_000818,txn_00111785,cust_04879,2026-02-21,product_not_received,lost,85.53
dsp_000819,txn_00111817,cust_01140,2026-01-16,fraudulent,lost,35.2
dsp_000820,txn_00111898,cust_01140,2026-02-16,duplicate,pending,61.15
dsp_000821,txn_00111936,cust_01140,2026-03-01,unauthorized,pending,51.75
dsp_000822,txn_00111943,cust_01140,2026-01-23,duplicate,pending,69.0
dsp_000823,txn_00111947,cust_01140,2026-03-08,fraudulent,lost,91.19
dsp_000824,txn_00112042,cust_00265,2025-11-19,product_not_received,won,27.39
dsp_000825,txn_00112062,cust_00265,2025-09-01,duplicate,won,59.45
dsp_000826,txn_00112613,cust_03832,2026-01-26,fraudulent,lost,49.45
dsp_000827,txn_00112733,cust_03832,2026-03-27,product_not_received,won,30.21
dsp_000828,txn_00112737,cust_03832,2025-11-17,fraudulent,lost,1.04
dsp_000829,txn_00112744,cust_03832,2025-09-14,fraudulent,won,17.19
dsp_000830,txn_00112788,cust_00093,2025-12-30,fraudulent,won,134.55
dsp_000831,txn_00112964,cust_00042,2026-02-28,fraudulent,won,14.46
dsp_000832,txn_00113094,cust_01467,2025-11-15,product_not_received,won,106.15
dsp_000833,txn_00113316,cust_01901,2026-01-15,fraudulent,lost,55.67
dsp_000834,txn_00113362,cust_01901,2026-01-21,not_as_described,won,7.7
dsp_000835,txn_00113544,cust_01806,2026-01-06,unauthorized,won,17.95
dsp_000836,txn_00113655,cust_01580,2026-01-14,fraudulent,lost,61.2
dsp_000837,txn_00113657,cust_01580,2026-03-14,fraudulent,lost,18.1
dsp_000838,txn_00113704,cust_01580,2026-03-24,unauthorized,lost,59.72
dsp_000839,txn_00113735,cust_01580,2026-01-30,fraudulent,lost,81.29
dsp_000840,txn_00113865,cust_01658,2026-02-26,fraudulent,lost,22.72
dsp_000841,txn_00113872,cust_01658,2026-03-02,fraudulent,lost,34.95
dsp_000842,txn_00114558,cust_03941,2026-03-07,product_not_received,lost,21.34
dsp_000843,txn_00114590,cust_03364,2026-04-04,fraudulent,lost,14.01
dsp_000844,txn_00114784,cust_03485,2026-03-23,duplicate,won,14.42
dsp_000845,txn_00114787,cust_03485,2026-01-19,fraudulent,won,2.74
dsp_000846,txn_00114805,cust_03144,2026-02-13,fraudulent,won,47.94
dsp_000847,txn_00114930,cust_01372,2026-03-23,fraudulent,lost,1.02
dsp_000848,txn_00115053,cust_02665,2026-01-31,product_not_received,lost,13.58
dsp_000849,txn_00115124,cust_02665,2026-03-09,fraudulent,lost,62.03
dsp_000850,txn_00115301,cust_02491,2026-03-08,unauthorized,lost,40.76
dsp_000851,txn_00115355,cust_02491,2026-03-05,fraudulent,won,3.76
dsp_000852,txn_00115399,cust_02454,2026-03-05,duplicate,lost,66.05
dsp_000853,txn_00115674,cust_04063,2025-11-29,fraudulent,lost,30.4
dsp_000854,txn_00115779,cust_04277,2026-01-27,fraudulent,lost,32.07
dsp_000855,txn_00115893,cust_04067,2026-04-02,fraudulent,lost,36.09
dsp_000856,txn_00116200,cust_00175,2026-03-05,not_as_described,pending,24.7
dsp_000857,txn_00116290,cust_03552,2026-03-08,unauthorized,pending,52.08
dsp_000858,txn_00116496,cust_02541,2025-11-22,unauthorized,won,95.02
dsp_000859,txn_00116731,cust_02926,2026-03-22,product_not_received,won,24.71
dsp_000860,txn_00116924,cust_03512,2026-04-06,not_as_described,lost,15.4
dsp_000861,txn_00117144,cust_01271,2026-03-15,duplicate,lost,18.33
dsp_000862,txn_00117365,cust_01278,2025-04-05,fraudulent,lost,26.78
dsp_000863,txn_00117457,cust_01278,2025-09-29,fraudulent,lost,11.04
dsp_000864,txn_00117514,cust_00136,2026-03-06,product_not_received,lost,49.23
dsp_000865,txn_00117521,cust_00136,2026-02-24,fraudulent,won,6.87
dsp_000866,txn_00117743,cust_02076,2026-02-09,fraudulent,lost,43.14
dsp_000867,txn_00117754,cust_02076,2026-03-17,not_as_described,won,19.16
dsp_000868,txn_00117913,cust_01059,2026-01-28,fraudulent,lost,13.73
dsp_000869,txn_00118099,cust_04430,2026-03-10,product_not_received,won,36.04
dsp_000870,txn_00118212,cust_04430,2026-04-08,duplicate,lost,7.49
dsp_000871,txn_00118677,cust_02865,2026-02-19,duplicate,lost,28.16
dsp_000872,txn_00118715,cust_02865,2026-03-23,product_not_received,won,48.03
dsp_000873,txn_00118826,cust_02865,2026-02-09,product_not_received,lost,37.18
dsp_000874,txn_00118848,cust_02865,2026-02-15,duplicate,pending,103.85
dsp_000875,txn_00118881,cust_00831,2026-03-20,fraudulent,pending,38.86
dsp_000876,txn_00118898,cust_00831,2026-03-27,not_as_described,won,42.83
dsp_000877,txn_00118989,cust_00831,2026-03-28,duplicate,lost,6.36
dsp_000878,txn_00119062,cust_03069,2026-04-04,fraudulent,won,77.47
dsp_000879,txn_00119156,cust_01979,2026-03-27,fraudulent,lost,57.64
dsp_000880,txn_00119200,cust_01979,2025-12-29,fraudulent,won,36.66
dsp_000881,txn_00119402,cust_01838,2026-02-21,product_not_received,pending,136.59
dsp_000882,txn_00119508,cust_02923,2026-02-05,product_not_received,lost,34.02
dsp_000883,txn_00119541,cust_02923,2026-03-23,fraudulent,lost,64.07
dsp_000884,txn_00119828,cust_01831,2025-12-26,fraudulent,lost,71.13
dsp_000885,txn_00120024,cust_00928,2026-01-19,product_not_received,won,37.09
dsp_000886,txn_00120025,cust_00928,2026-01-18,unauthorized,pending,13.41
dsp_000887,txn_00120331,cust_02929,2026-01-11,fraudulent,lost,10.64
dsp_000888,txn_00120557,cust_04226,2026-03-19,fraudulent,lost,22.34
dsp_000889,txn_00120588,cust_04226,2025-10-19,fraudulent,pending,33.63
dsp_000890,txn_00120897,cust_03579,2026-01-02,duplicate,won,2.37
dsp_000891,txn_00120949,cust_03579,2025-12-31,fraudulent,lost,156.85
dsp_000892,txn_00120982,cust_03579,2026-02-02,fraudulent,lost,21.47
dsp_000893,txn_00121085,cust_04611,2026-02-19,not_as_described,pending,5.43
dsp_000894,txn_00121156,cust_04611,2026-02-26,fraudulent,lost,12.83
dsp_000895,txn_00121217,cust_03713,2025-12-10,fraudulent,lost,61.99
dsp_000896,txn_00121586,cust_00026,2026-03-26,unauthorized,lost,13.45
dsp_000897,txn_00121697,cust_00026,2026-01-06,unauthorized,lost,4.44
dsp_000898,txn_00121902,cust_00114,2025-11-01,duplicate,won,30.46
dsp_000899,txn_00121918,cust_00114,2025-12-08,fraudulent,won,50.46
dsp_000900,txn_00122386,cust_01839,2025-08-26,fraudulent,lost,48.96
dsp_000901,txn_00122453,cust_01839,2025-10-25,product_not_received,won,9.61
dsp_000902,txn_00122664,cust_02958,2025-09-25,fraudulent,lost,44.91
dsp_000903,txn_00122770,cust_02958,2025-11-29,product_not_received,pending,60.92
dsp_000904,txn_00122894,cust_02537,2026-01-01,not_as_described,pending,121.78
dsp_000905,txn_00123380,cust_01409,2026-03-18,fraudulent,won,41.06
dsp_000906,txn_00123481,cust_01409,2025-12-31,fraudulent,lost,69.36
dsp_000907,txn_00123774,cust_03250,2026-03-28,product_not_received,lost,41.88
dsp_000908,txn_00124184,cust_03349,2026-03-08,fraudulent,lost,91.28
dsp_000909,txn_00124266,cust_03349,2026-03-02,fraudulent,won,14.02
dsp_000910,txn_00124273,cust_03349,2026-03-07,product_not_received,won,27.8
dsp_000911,txn_00124286,cust_03349,2026-02-22,unauthorized,lost,6.64
dsp_000912,txn_00124340,cust_02443,2025-10-22,product_not_received,lost,59.03
dsp_000913,txn_00124467,cust_02443,2025-11-01,fraudulent,lost,30.4
dsp_000914,txn_00124582,cust_00071,2025-11-11,not_as_described,lost,21.43
dsp_000915,txn_00124734,cust_03179,2025-11-20,fraudulent,lost,45.34
dsp_000916,txn_00124887,cust_00984,2026-04-06,fraudulent,lost,52.58
dsp_000917,txn_00125308,cust_03015,2026-01-22,fraudulent,lost,2.59
dsp_000918,txn_00125362,cust_04959,2026-04-03,fraudulent,lost,39.16
dsp_000919,txn_00125879,cust_02338,2026-03-06,duplicate,pending,369.14
dsp_000920,txn_00126007,cust_03995,2026-02-20,fraudulent,lost,66.4
dsp_000921,txn_00126040,cust_03995,2026-03-03,fraudulent,lost,12.44
dsp_000922,txn_00126171,cust_03995,2025-12-29,product_not_received,lost,33.55
dsp_000923,txn_00126245,cust_04218,2026-02-07,duplicate,won,114.34
dsp_000924,txn_00126378,cust_02211,2026-03-10,fraudulent,lost,13.65
dsp_000925,txn_00126406,cust_02211,2026-03-05,not_as_described,won,332.96
dsp_000926,txn_00126409,cust_02211,2025-11-26,fraudulent,lost,9.14
dsp_000927,txn_00126636,cust_03947,2025-12-09,product_not_received,won,43.39
dsp_000928,txn_00126672,cust_03947,2026-01-31,not_as_described,lost,6.11
dsp_000929,txn_00126831,cust_00650,2026-03-03,fraudulent,lost,62.27
dsp_000930,txn_00126986,cust_02661,2026-03-30,product_not_received,won,63.52
dsp_000931,txn_00127091,cust_01122,2025-11-13,product_not_received,won,47.74
dsp_000932,txn_00127184,cust_01122,2025-08-21,product_not_received,lost,59.17
dsp_000933,txn_00127197,cust_01122,2025-04-17,fraudulent,won,12.79
dsp_000934,txn_00127215,cust_01122,2025-08-05,duplicate,lost,137.68
dsp_000935,txn_00127336,cust_01606,2026-01-22,product_not_received,lost,98.3
dsp_000936,txn_00127348,cust_01606,2026-03-17,not_as_described,won,85.02
dsp_000937,txn_00127396,cust_01606,2026-02-21,product_not_received,lost,38.68
dsp_000938,txn_00127534,cust_02146,2026-02-23,fraudulent,lost,23.33
dsp_000939,txn_00127643,cust_02146,2025-11-23,duplicate,won,6.48
dsp_000940,txn_00127863,cust_04160,2026-03-09,fraudulent,lost,23.85
dsp_000941,txn_00127940,cust_03885,2025-07-05,not_as_described,lost,62.41
dsp_000942,txn_00127987,cust_03885,2026-02-23,not_as_described,won,69.96
dsp_000943,txn_00128062,cust_03885,2025-08-29,fraudulent,lost,28.74
dsp_000944,txn_00128196,cust_03916,2026-03-27,fraudulent,lost,189.7
dsp_000945,txn_00128329,cust_03916,2026-02-13,fraudulent,lost,48.45
dsp_000946,txn_00128448,cust_04433,2026-01-21,product_not_received,won,18.75
dsp_000947,txn_00128504,cust_04433,2026-02-01,not_as_described,lost,6.58
dsp_000948,txn_00128512,cust_04433,2026-01-22,product_not_received,won,157.07
dsp_000949,txn_00128568,cust_04433,2026-03-10,fraudulent,won,4.8
dsp_000950,txn_00128632,cust_00590,2026-03-02,duplicate,pending,49.56
dsp_000951,txn_00128637,cust_00590,2026-03-05,duplicate,won,38.9
dsp_000952,txn_00128830,cust_04948,2026-02-26,fraudulent,lost,10.05
dsp_000953,txn_00129059,cust_04013,2026-02-08,product_not_received,lost,14.02
dsp_000954,txn_00129081,cust_04013,2026-01-30,not_as_described,pending,11.21
dsp_000955,txn_00129169,cust_04013,2026-01-26,not_as_described,pending,19.67
dsp_000956,txn_00129207,cust_01596,2025-12-11,not_as_described,lost,28.59
dsp_000957,txn_00129212,cust_01596,2026-03-15,fraudulent,pending,42.24
dsp_000958,txn_00129312,cust_01596,2026-01-03,fraudulent,lost,69.68
dsp_000959,txn_00129676,cust_04679,2026-01-17,fraudulent,lost,19.2
dsp_000960,txn_00129853,cust_04680,2025-11-30,not_as_described,won,97.3
dsp_000961,txn_00129937,cust_04680,2026-02-20,duplicate,pending,49.06
dsp_000962,txn_00129943,cust_04680,2025-12-17,fraudulent,lost,29.68
dsp_000963,txn_00130109,cust_00279,2026-02-12,fraudulent,lost,16.83
dsp_000964,txn_00130228,cust_00279,2025-11-20,not_as_described,won,14.24
dsp_000965,txn_00130301,cust_04203,2026-03-30,product_not_received,pending,16.27
dsp_000966,txn_00130710,cust_02526,2026-03-05,product_not_received,lost,19.3
dsp_000967,txn_00130716,cust_02526,2026-03-03,fraudulent,lost,34.32
dsp_000968,txn_00130720,cust_02526,2026-03-05,duplicate,won,36.17
dsp_000969,txn_00130732,cust_02526,2026-03-03,fraudulent,lost,39.51
dsp_000970,txn_00131005,cust_03116,2026-03-24,fraudulent,won,34.65
dsp_000971,txn_00131224,cust_04354,2025-09-27,fraudulent,lost,95.84
dsp_000972,txn_00131227,cust_04354,2025-09-15,fraudulent,pending,105.86
dsp_000973,txn_00131333,cust_04354,2025-06-06,fraudulent,won,142.61
dsp_000974,txn_00131665,cust_00249,2025-09-25,fraudulent,lost,135.02
dsp_000975,txn_00131912,cust_00196,2026-03-05,fraudulent,pending,94.26
dsp_000976,txn_00131980,cust_00435,2026-04-03,not_as_described,lost,34.44
dsp_000977,txn_00132010,cust_03613,2026-03-06,duplicate,won,7.1
dsp_000978,txn_00132021,cust_03613,2026-03-01,duplicate,lost,8.71
dsp_000979,txn_00132311,cust_04536,2026-01-16,fraudulent,lost,9.09
dsp_000980,txn_00132349,cust_02158,2026-02-20,product_not_received,won,18.2
dsp_000981,txn_00132353,cust_02158,2026-03-18,duplicate,lost,8.2
dsp_000982,txn_00132522,cust_04868,2026-04-03,fraudulent,lost,104.06
dsp_000983,txn_00132557,cust_04868,2026-04-04,duplicate,won,118.22
dsp_000984,txn_00132602,cust_04868,2026-03-02,not_as_described,won,60.07
dsp_000985,txn_00132733,cust_01945,2026-01-17,product_not_received,won,208.81
dsp_000986,txn_00132759,cust_01945,2025-12-21,unauthorized,pending,335.83
dsp_000987,txn_00132775,cust_01945,2025-10-24,duplicate,won,4.57
dsp_000988,txn_00133111,cust_00779,2026-02-16,fraudulent,won,13.98
dsp_000989,txn_00133343,cust_01720,2026-03-25,fraudulent,lost,141.44
dsp_000990,txn_00133371,cust_01268,2026-03-23,duplicate,lost,118.88
dsp_000991,txn_00133382,cust_01268,2026-01-27,fraudulent,won,12.43
dsp_000992,txn_00133411,cust_01268,2026-02-09,fraudulent,lost,14.05
dsp_000993,txn_00133484,cust_01268,2026-02-13,fraudulent,pending,17.69
dsp_000994,txn_00133545,cust_04395,2025-07-21,fraudulent,lost,26.58
dsp_000995,txn_00133634,cust_04395,2025-09-25,product_not_received,lost,85.37
dsp_000996,txn_00133707,cust_04395,2025-09-16,fraudulent,lost,8.85
dsp_000997,txn_00133876,cust_03879,2026-03-16,duplicate,won,20.17
dsp_000998,txn_00133909,cust_03879,2025-12-30,fraudulent,pending,28.6
dsp_000999,txn_00134120,cust_01244,2025-11-27,product_not_received,pending,2.3
dsp_001000,txn_00134358,cust_03697,2025-10-04,fraudulent,lost,3.94
dsp_001001,txn_00134448,cust_03697,2025-06-04,duplicate,lost,8.61
dsp_001002,txn_00134602,cust_03844,2026-02-27,product_not_received,won,66.18
dsp_001003,txn_00134705,cust_03844,2026-02-14,fraudulent,lost,35.72
dsp_001004,txn_00134828,cust_00861,2026-01-31,product_not_received,lost,21.46
dsp_001005,txn_00134830,cust_00861,2026-03-09,duplicate,won,92.15
dsp_001006,txn_00135012,cust_00269,2026-03-20,not_as_described,won,27.05
dsp_001007,txn_00135038,cust_03036,2026-03-11,product_not_received,lost,17.03
dsp_001008,txn_00135043,cust_03036,2026-03-04,not_as_described,lost,111.34
dsp_001009,txn_00135152,cust_03036,2026-02-24,product_not_received,won,64.85
dsp_001010,txn_00135166,cust_03036,2026-03-05,unauthorized,won,2.1
dsp_001011,txn_00135193,cust_03036,2026-03-06,fraudulent,lost,78.95
dsp_001012,txn_00135297,cust_03477,2026-01-20,duplicate,won,25.03
dsp_001013,txn_00135390,cust_03477,2025-08-24,fraudulent,won,13.08
dsp_001014,txn_00135429,cust_02418,2026-04-04,product_not_received,pending,58.11
dsp_001015,txn_00135504,cust_00544,2026-03-23,duplicate,won,19.06
dsp_001016,txn_00135808,cust_00008,2026-01-07,fraudulent,won,16.78
dsp_001017,txn_00136222,cust_02086,2026-03-14,duplicate,won,359.14
dsp_001018,txn_00136255,cust_02813,2025-12-21,fraudulent,lost,17.87
dsp_001019,txn_00136509,cust_04762,2025-12-23,product_not_received,won,151.19
dsp_001020,txn_00136533,cust_04762,2025-12-20,fraudulent,lost,91.67
dsp_001021,txn_00136588,cust_04762,2026-01-22,fraudulent,lost,96.67
dsp_001022,txn_00136590,cust_04762,2026-01-16,product_not_received,lost,14.91
dsp_001023,txn_00136795,cust_01612,2025-12-07,duplicate,won,4.12
dsp_001024,txn_00136851,cust_01612,2026-01-14,product_not_received,lost,11.02
dsp_001025,txn_00136897,cust_01612,2026-03-15,fraudulent,lost,86.57
dsp_001026,txn_00137015,cust_02389,2025-12-21,fraudulent,pending,34.78
dsp_001027,txn_00137347,cust_04926,2026-03-13,duplicate,pending,14.28
dsp_001028,txn_00137384,cust_04926,2026-03-19,product_not_received,lost,28.16
dsp_001029,txn_00137776,cust_01591,2025-11-10,fraudulent,lost,88.92
dsp_001030,txn_00137929,cust_01591,2026-03-01,product_not_received,lost,212.02
dsp_001031,txn_00137969,cust_01591,2025-12-21,not_as_described,won,42.92
dsp_001032,txn_00138270,cust_03400,2026-04-06,fraudulent,lost,36.04
dsp_001033,txn_00138561,cust_04640,2026-01-20,product_not_received,won,32.11
dsp_001034,txn_00138591,cust_04640,2026-02-01,not_as_described,pending,124.7
dsp_001035,txn_00139157,cust_01025,2025-05-04,fraudulent,lost,121.19
dsp_001036,txn_00139208,cust_00949,2025-12-10,duplicate,lost,94.29
dsp_001037,txn_00139317,cust_00949,2025-09-21,unauthorized,pending,54.68
dsp_001038,txn_00139339,cust_00949,2025-07-17,product_not_received,pending,72.37
dsp_001039,txn_00139406,cust_04709,2026-03-16,not_as_described,won,30.67
dsp_001040,txn_00139493,cust_04709,2025-09-01,fraudulent,lost,16.94
dsp_001041,txn_00139548,cust_04709,2026-03-18,not_as_described,won,83.96
dsp_001042,txn_00139860,cust_03214,2026-02-13,product_not_received,lost,17.72
dsp_001043,txn_00139871,cust_03214,2025-12-02,fraudulent,lost,22.42
dsp_001044,txn_00139902,cust_03214,2026-02-01,product_not_received,won,96.52
dsp_001045,txn_00139927,cust_03214,2025-11-08,duplicate,won,3.68
dsp_001046,txn_00140167,cust_04594,2026-03-25,fraudulent,won,161.23
dsp_001047,txn_00140244,cust_00211,2026-03-23,unauthorized,lost,129.4
dsp_001048,txn_00140689,cust_01247,2026-03-22,duplicate,won,11.27
dsp_001049,txn_00140831,cust_03685,2025-11-22,product_not_received,pending,143.24
dsp_001050,txn_00140884,cust_03685,2026-01-06,fraudulent,won,25.05
dsp_001051,txn_00141302,cust_02750,2025-12-30,fraudulent,lost,21.6
dsp_001052,txn_00141701,cust_01143,2026-01-20,product_not_received,won,227.67
dsp_001053,txn_00141905,cust_01359,2026-02-27,fraudulent,won,198.58
dsp_001054,txn_00141991,cust_00190,2026-03-11,fraudulent,lost,58.5
dsp_001055,txn_00142010,cust_00190,2026-02-27,unauthorized,won,82.63
dsp_001056,txn_00142081,cust_04810,2026-01-18,fraudulent,lost,6.96
dsp_001057,txn_00142154,cust_04810,2025-12-10,fraudulent,lost,55.94
dsp_001058,txn_00142218,cust_04810,2025-08-24,product_not_received,pending,117.4
