customer_id,business_name,industry,signup_date,plan,mrr,country,employee_size
cust_00781,Business_781,Marketplace,2025-10-24,Starter,29,Canada,1-10
cust_00782,Business_782,SaaS,2025-12-12,Growth,99,Canada,11-50
cust_00783,Business_783,Marketplace,2026-02-09,Starter,29,USA,1-10
cust_00784,Business_784,Marketplace,2026-01-24,Pro,299,Germany,1-10
cust_00785,Business_785,SaaS,2026-02-19,Growth,99,Australia,11-50
cust_00786,Business_786,Services,2025-06-02,Starter,29,USA,11-50
cust_00787,Business_787,E-commerce,2025-11-30,Growth,99,USA,11-50
cust_00788,Business_788,Services,2026-01-13,Starter,29,Canada,51-200
cust_00789,Business_789,Services,2025-12-31,Starter,29,UK,1-10
cust_00790,Business_790,E-commerce,2025-03-27,Starter,29,India,11-50
cust_00791,Business_791,Retail,2026-02-24,Pro,299,Canada,201-1000
cust_00792,Business_792,E-commerce,2025-11-30,Starter,29,USA,1-10
cust_00793,Business_793,Services,2025-12-21,Pro,299,USA,1-10
cust_00794,Business_794,Services,2025-11-22,Pro,299,Canada,11-50
cust_00795,Business_795,Services,2026-03-13,Growth,99,Brazil,1-10
cust_00796,Business_796,SaaS,2025-07-12,Pro,299,USA,11-50
cust_00797,Business_797,SaaS,2025-04-27,Growth,99,Germany,1-10
cust_00798,Business_798,Marketplace,2025-12-06,Growth,99,Germany,1-10
cust_00799,Business_799,Retail,2025-10-23,Growth,99,USA,1-10
cust_00800,Business_800,E-commerce,2025-05-13,Growth,99,Germany,51-200
cust_00801,Business_801,Marketplace,2025-10-19,Pro,299,Canada,11-50
cust_00802,Business_802,E-commerce,2026-02-24,Growth,99,USA,11-50
cust_00803,Business_803,Services,2025-12-02,Growth,99,USA,11-50
cust_00804,Business_804,E-commerce,2025-11-24,Pro,299,Australia,11-50
cust_00805,Business_805,Marketplace,2026-01-08,Growth,99,USA,11-50
cust_00806,Business_806,E-commerce,2025-10-06,Growth,99,Brazil,11-50
cust_00807,Business_807,SaaS,2025-04-23,Starter,29,UK,1-10
cust_00808,Business_808,Services,2025-05-08,Starter,29,UK,1-10
cust_00809,Business_809,E-commerce,2026-01-03,Starter,29,Singapore,1-10
cust_00810,Business_810,Marketplace,2026-03-01,Pro,299,India,11-50
cust_00811,Business_811,Services,2025-03-15,Starter,29,India,1-10
cust_00812,Business_812,Services,2025-08-08,Pro,299,UK,201-1000
cust_00813,Business_813,Marketplace,2026-02-28,Pro,299,UK,51-200
cust_00814,Business_814,Healthcare,2025-05-15,Starter,29,USA,1-10
cust_00815,Business_815,E-commerce,2025-07-14,Growth,99,USA,11-50
cust_00816,Business_816,Retail,2025-12-18,Starter,29,Brazil,1-10
cust_00817,Business_817,Services,2025-11-28,Growth,99,Brazil,11-50
cust_00818,Business_818,Services,2026-01-13,Pro,299,USA,11-50
cust_00819,Business_819,E-commerce,2026-03-09,Starter,29,India,11-50
cust_00820,Business_820,E-commerce,2026-01-26,Growth,99,USA,11-50
cust_00821,Business_821,SaaS,2025-09-02,Pro,299,Brazil,11-50
cust_00822,Business_822,SaaS,2026-03-15,Growth,99,Germany,1-10
cust_00823,Business_823,SaaS,2026-01-26,Pro,299,Australia,51-200
cust_00824,Business_824,E-commerce,2026-01-14,Pro,299,Germany,51-200
cust_00825,Business_825,SaaS,2025-12-13,Growth,99,Germany,1-10
cust_00826,Business_826,E-commerce,2025-05-17,Starter,29,UK,1-10
cust_00827,Business_827,Services,2026-01-23,Growth,99,India,11-50
cust_00828,Business_828,Retail,2026-01-23,Growth,99,USA,11-50
cust_00829,Business_829,Marketplace,2025-10-06,Starter,29,India,1-10
cust_00830,Business_830,E-commerce,2026-01-02,Growth,99,India,11-50
cust_00831,Business_831,E-commerce,2026-02-13,Growth,99,Canada,11-50
cust_00832,Business_832,Education,2026-01-02,Starter,29,USA,1-10
cust_00833,Business_833,SaaS,2026-02-25,Starter,29,Brazil,1-10
cust_00834,Business_834,E-commerce,2026-02-20,Growth,99,USA,11-50
cust_00835,Business_835,Marketplace,2025-12-23,Growth,99,USA,1-10
cust_00836,Business_836,Marketplace,2026-01-09,Starter,29,USA,11-50
cust_00837,Business_837,E-commerce,2025-05-24,Growth,99,USA,11-50
cust_00838,Business_838,Services,2026-01-20,Pro,299,Germany,11-50
cust_00839,Business_839,SaaS,2025-12-01,Starter,29,Germany,11-50
cust_00840,Business_840,SaaS,2025-11-15,Growth,99,USA,11-50
cust_00841,Business_841,Retail,2026-03-14,Growth,99,USA,1-10
cust_00842,Business_842,Marketplace,2025-11-05,Starter,29,USA,11-50
cust_00843,Business_843,SaaS,2026-02-20,Starter,29,UK,51-200
cust_00844,Business_844,Marketplace,2025-03-15,Starter,29,Canada,1-10
cust_00845,Business_845,SaaS,2026-02-24,Growth,99,USA,11-50
cust_00846,Business_846,Marketplace,2026-01-10,Pro,299,UK,11-50
cust_00847,Business_847,Marketplace,2026-03-05,Growth,99,USA,11-50
cust_00848,Business_848,Services,2025-03-15,Starter,29,USA,11-50
cust_00849,Business_849,E-commerce,2025-12-22,Starter,29,USA,1-10
cust_00850,Business_850,E-commerce,2025-11-27,Growth,99,India,1-10
cust_00851,Business_851,E-commerce,2026-03-07,Starter,29,USA,1-10
cust_00852,Business_852,Non-profit,2025-09-30,Starter,29,India,1-10
cust_00853,Business_853,Services,2026-02-15,Pro,299,USA,51-200
cust_00854,Business_854,E-commerce,2025-06-15,Growth,99,USA,11-50
cust_00855,Business_855,E-commerce,2026-02-16,Starter,29,USA,51-200
cust_00856,Business_856,SaaS,2026-02-18,Starter,29,USA,1-10
cust_00857,Business_857,E-commerce,2026-03-11,Pro,299,India,11-50
cust_00858,Business_858,E-commerce,2025-12-29,Growth,99,Germany,1-10
cust_00859,Business_859,Marketplace,2025-12-06,Starter,29,Canada,1-10
cust_00860,Business_860,Marketplace,2026-03-07,Pro,299,Brazil,1-10
cust_00861,Business_861,E-commerce,2025-09-17,Growth,99,USA,51-200
cust_00862,Business_862,SaaS,2026-01-02,Pro,299,UK,51-200
cust_00863,Business_863,Retail,2025-12-16,Starter,29,USA,1-10
cust_00864,Business_864,Non-profit,2026-01-05,Starter,29,UK,1-10
cust_00865,Business_865,Retail,2026-01-13,Growth,99,USA,1-10
cust_00866,Business_866,SaaS,2025-12-07,Starter,29,Brazil,1-10
cust_00867,Business_867,Education,2026-02-23,Starter,29,USA,11-50
cust_00868,Business_868,SaaS,2026-02-19,Starter,29,USA,1-10
cust_00869,Business_869,Retail,2025-07-21,Growth,99,UK,11-50
cust_00870,Business_870,Marketplace,2025-03-30,Pro,299,USA,51-200
cust_00871,Business_871,SaaS,2026-01-18,Pro,299,UK,1-10
cust_00872,Business_872,E-commerce,2026-02-06,Starter,29,USA,1-10
cust_00873,Business_873,Services,2025-11-12,Growth,99,USA,51-200
cust_00874,Business_874,Marketplace,2026-01-11,Starter,29,Germany,11-50
cust_00875,Business_875,Services,2026-03-12,Starter,29,USA,1-10
cust_00876,Business_876,Education,2026-02-23,Starter,29,UK,1-10
cust_00877,Business_877,SaaS,2025-10-15,Growth,99,Brazil,11-50
cust_00878,Business_878,SaaS,2025-11-06,Pro,299,USA,51-200
cust_00879,Business_879,SaaS,2026-03-12,Pro,299,Canada,11-50
cust_00880,Business_880,Marketplace,2026-02-13,Starter,29,UK,1-10
cust_00881,Business_881,Marketplace,2026-02-12,Growth,99,USA,11-50
cust_00882,Business_882,Marketplace,2025-11-02,Pro,299,USA,11-50
cust_00883,Business_883,E-commerce,2026-03-13,Growth,99,UK,11-50
cust_00884,Business_884,SaaS,2026-03-02,Pro,299,USA,51-200
cust_00885,Business_885,Retail,2025-09-03,Starter,29,Brazil,1-10
cust_00886,Business_886,Education,2026-02-20,Starter,29,India,1-10
cust_00887,Business_887,E-commerce,2025-11-09,Starter,29,India,1-10
cust_00888,Business_888,Retail,2026-02-11,Starter,29,USA,1-10
cust_00889,Business_889,Non-profit,2026-03-03,Starter,29,Brazil,1-10
cust_00890,Business_890,Retail,2026-02-10,Starter,29,Australia,1-10
cust_00891,Business_891,Services,2025-10-13,Growth,99,Canada,11-50
cust_00892,Business_892,Marketplace,2025-07-26,Pro,299,Canada,11-50
cust_00893,Business_893,SaaS,2025-08-15,Starter,29,Brazil,11-50
cust_00894,Business_894,SaaS,2026-01-14,Growth,99,USA,51-200
cust_00895,Business_895,Marketplace,2025-11-03,Pro,299,USA,11-50
cust_00896,Business_896,Marketplace,2026-02-16,Pro,299,USA,51-200
cust_00897,Business_897,Education,2026-02-02,Pro,299,USA,51-200
cust_00898,Business_898,Education,2025-06-17,Pro,299,USA,51-200
cust_00899,Business_899,SaaS,2026-03-14,Pro,299,USA,51-200
cust_00900,Business_900,Retail,2026-03-05,Pro,299,Australia,51-200
cust_00901,Business_901,Marketplace,2026-02-16,Growth,99,USA,11-50
cust_00902,Business_902,SaaS,2026-03-12,Pro,299,UK,201-1000
cust_00903,Business_903,Education,2026-02-19,Starter,29,USA,1-10
cust_00904,Business_904,E-commerce,2025-12-01,Starter,29,UK,1-10
cust_00905,Business_905,Marketplace,2026-01-09,Growth,99,Brazil,11-50
cust_00906,Business_906,E-commerce,2025-06-21,Pro,299,Canada,201-1000
cust_00907,Business_907,E-commerce,2025-08-23,Starter,29,USA,1-10
cust_00908,Business_908,Retail,2026-01-24,Starter,29,USA,1-10
cust_00909,Business_909,Services,2026-02-07,Growth,99,India,1-10
cust_00910,Business_910,E-commerce,2026-01-17,Pro,299,Germany,11-50
cust_00911,Business_911,Retail,2025-11-28,Pro,299,UK,51-200
cust_00912,Business_912,E-commerce,2026-02-06,Growth,99,USA,11-50
cust_00913,Business_913,Marketplace,2025-11-18,Pro,299,Australia,11-50
cust_00914,Business_914,Education,2026-01-11,Starter,29,USA,1-10
cust_00915,Business_915,E-commerce,2025-12-09,Growth,99,Germany,11-50
cust_00916,Business_916,Services,2026-01-06,Pro,299,UK,51-200
cust_00917,Business_917,Retail,2026-02-02,Growth,99,Brazil,11-50
cust_00918,Business_918,Education,2025-03-25,Starter,29,India,1-10
cust_00919,Business_919,E-commerce,2025-09-23,Starter,29,USA,1-10
cust_00920,Business_920,SaaS,2026-02-25,Growth,99,UK,1-10
cust_00921,Business_921,E-commerce,2025-07-15,Starter,29,USA,11-50
cust_00922,Business_922,E-commerce,2025-12-25,Starter,29,Australia,1-10
cust_00923,Business_923,Marketplace,2025-06-19,Pro,299,UK,51-200
cust_00924,Business_924,SaaS,2025-09-03,Pro,299,USA,11-50
cust_00925,Business_925,E-commerce,2026-01-08,Starter,29,Canada,1-10
cust_00926,Business_926,SaaS,2026-03-13,Starter,29,USA,1-10
cust_00927,Business_927,SaaS,2026-02-06,Growth,99,India,1-10
cust_00928,Business_928,SaaS,2025-12-12,Pro,299,Singapore,201-1000
cust_00929,Business_929,E-commerce,2025-11-15,Growth,99,Germany,11-50
cust_00930,Business_930,Marketplace,2026-02-08,Pro,299,India,201-1000
cust_00931,Business_931,SaaS,2026-02-25,Pro,299,USA,201-1000
cust_00932,Business_932,SaaS,2025-08-11,Growth,99,Brazil,51-200
cust_00933,Business_933,SaaS,2025-03-15,Pro,299,USA,51-200
cust_00934,Business_934,Services,2025-12-16,Starter,29,Australia,1-10
cust_00935,Business_935,E-commerce,2026-02-21,Pro,299,USA,51-200
cust_00936,Business_936,E-commerce,2026-02-05,Growth,99,Germany,11-50
cust_00937,Business_937,SaaS,2026-03-13,Starter,29,India,1-10
cust_00938,Business_938,Education,2025-05-25,Growth,99,Australia,11-50
cust_00939,Business_939,Retail,2026-02-28,Starter,29,USA,1-10
cust_00940,Business_940,E-commerce,2025-12-02,Starter,29,UK,11-50
cust_00941,Business_941,Marketplace,2026-02-05,Growth,99,USA,1-10
cust_00942,Business_942,Marketplace,2025-12-09,Growth,99,India,1-10
cust_00943,Business_943,SaaS,2025-11-09,Pro,299,India,51-200
cust_00944,Business_944,Marketplace,2025-08-15,Pro,299,Australia,1-10
cust_00945,Business_945,E-commerce,2026-02-16,Growth,99,USA,11-50
cust_00946,Business_946,Retail,2026-03-14,Growth,99,UK,11-50
cust_00947,Business_947,SaaS,2026-02-26,Growth,99,USA,1-10
cust_00948,Business_948,Retail,2025-06-12,Growth,99,USA,51-200
cust_00949,Business_949,Marketplace,2025-07-10,Pro,299,India,51-200
cust_00950,Business_950,SaaS,2025-11-26,Pro,299,UK,51-200
cust_00951,Business_951,E-commerce,2025-11-25,Starter,29,Canada,1-10
cust_00952,Business_952,Non-profit,2025-11-04,Starter,29,Germany,11-50
cust_00953,Business_953,SaaS,2026-02-20,Growth,99,Canada,11-50
cust_00954,Business_954,E-commerce,2025-05-25,Starter,29,USA,11-50
cust_00955,Business_955,E-commerce,2026-01-09,Growth,99,Germany,51-200
cust_00956,Business_956,Non-profit,2026-01-17,Pro,299,Canada,51-200
cust_00957,Business_957,E-commerce,2025-12-18,Starter,29,India,1-10
cust_00958,Business_958,SaaS,2026-03-10,Growth,99,UK,1-10
cust_00959,Business_959,E-commerce,2026-02-22,Growth,99,USA,51-200
cust_00960,Business_960,SaaS,2025-10-06,Pro,299,UK,11-50
cust_00961,Business_961,Marketplace,2026-03-05,Growth,99,Canada,11-50
cust_00962,Business_962,E-commerce,2025-11-25,Starter,29,India,1-10
cust_00963,Business_963,SaaS,2026-02-10,Pro,299,India,11-50
cust_00964,Business_964,Services,2026-01-15,Growth,99,USA,11-50
cust_00965,Business_965,Marketplace,2026-02-03,Starter,29,Brazil,1-10
cust_00966,Business_966,Services,2026-01-22,Starter,29,USA,1-10
cust_00967,Business_967,Services,2025-10-14,Starter,29,USA,1-10
cust_00968,Business_968,SaaS,2026-02-01,Starter,29,Canada,1-10
cust_00969,Business_969,Marketplace,2025-12-05,Pro,299,Canada,51-200
cust_00970,Business_970,Healthcare,2025-12-28,Growth,99,USA,11-50
cust_00971,Business_971,E-commerce,2025-11-05,Growth,99,USA,11-50
cust_00972,Business_972,SaaS,2025-04-18,Growth,99,Canada,11-50
cust_00973,Business_973,Marketplace,2025-10-08,Pro,299,UK,201-1000
cust_00974,Business_974,E-commerce,2026-02-14,Growth,99,USA,11-50
cust_00975,Business_975,Non-profit,2026-03-12,Growth,99,India,51-200
cust_00976,Business_976,SaaS,2026-02-07,Growth,99,Canada,1-10
cust_00977,Business_977,E-commerce,2025-11-27,Starter,29,USA,1-10
cust_00978,Business_978,Services,2026-03-09,Starter,29,Canada,1-10
cust_00979,Business_979,E-commerce,2025-12-23,Pro,299,India,11-50
cust_00980,Business_980,SaaS,2025-11-26,Pro,299,USA,201-1000
cust_00981,Business_981,SaaS,2026-01-26,Starter,29,USA,1-10
cust_00982,Business_982,Marketplace,2025-09-20,Pro,299,USA,51-200
cust_00983,Business_983,Services,2026-03-02,Growth,99,Germany,11-50
cust_00984,Business_984,SaaS,2026-03-06,Growth,99,Canada,11-50
cust_00985,Business_985,E-commerce,2025-10-10,Starter,29,UK,1-10
cust_00986,Business_986,E-commerce,2025-12-23,Starter,29,India,1-10
cust_00987,Business_987,E-commerce,2025-10-27,Starter,29,India,11-50
cust_00988,Business_988,SaaS,2026-01-06,Growth,99,USA,1-10
cust_00989,Business_989,Services,2026-02-10,Starter,29,UK,1-10
cust_00990,Business_990,E-commerce,2025-08-22,Growth,99,UK,1-10
cust_00991,Business_991,E-commerce,2025-09-04,Starter,29,Australia,1-10
cust_00992,Business_992,Marketplace,2025-10-24,Growth,99,India,1-10
cust_00993,Business_993,Marketplace,2026-02-05,Growth,99,Canada,1-10
cust_00994,Business_994,Healthcare,2025-11-28,Pro,299,Brazil,11-50
cust_00995,Business_995,Marketplace,2026-01-21,Pro,299,USA,201-1000
cust_00996,Business_996,Marketplace,2026-03-04,Growth,99,USA,11-50
cust_00997,Business_997,SaaS,2025-05-20,Growth,99,USA,1-10
cust_00998,Business_998,E-commerce,2026-02-26,Starter,29,Canada,11-50
cust_00999,Business_999,SaaS,2025-03-20,Starter,29,Canada,1-10
cust_01000,Business_1000,Marketplace,2026-01-04,Starter,29,Canada,11-50
cust_01001,Business_1001,E-commerce,2026-02-19,Growth,99,UK,1-10
cust_01002,Business_1002,Services,2025-12-12,Pro,299,UK,51-200
cust_01003,Business_1003,SaaS,2025-07-11,Growth,99,Canada,1-10
cust_01004,Business_1004,E-commerce,2025-10-08,Pro,299,USA,51-200
cust_01005,Business_1005,Marketplace,2025-08-30,Pro,299,India,51-200
cust_01006,Business_1006,E-commerce,2025-11-06,Starter,29,USA,1-10
cust_01007,Business_1007,Services,2025-10-25,Starter,29,Canada,11-50
cust_01008,Business_1008,E-commerce,2025-07-31,Growth,99,UK,11-50
cust_01009,Business_1009,E-commerce,2026-02-09,Starter,29,India,1-10
cust_01010,Business_1010,SaaS,2025-12-25,Growth,99,UK,1-10
cust_01011,Business_1011,E-commerce,2026-02-13,Pro,299,USA,51-200
cust_01012,Business_1012,E-commerce,2025-03-15,Growth,99,Canada,11-50
cust_01013,Business_1013,Retail,2025-04-03,Growth,99,UK,11-50
cust_01014,Business_1014,E-commerce,2026-03-11,Starter,29,India,1-10
cust_01015,Business_1015,Retail,2025-10-20,Pro,299,India,51-200
cust_01016,Business_1016,SaaS,2025-05-08,Pro,299,USA,11-50
cust_01017,Business_1017,SaaS,2026-02-20,Growth,99,India,11-50
cust_01018,Business_1018,Retail,2025-12-05,Starter,29,USA,51-200
cust_01019,Business_1019,E-commerce,2025-05-23,Starter,29,Canada,11-50
cust_01020,Business_1020,E-commerce,2026-03-11,Starter,29,USA,1-10
cust_01021,Business_1021,SaaS,2025-10-23,Pro,299,Canada,51-200
cust_01022,Business_1022,Retail,2026-02-01,Growth,99,Brazil,51-200
cust_01023,Business_1023,Marketplace,2025-05-10,Growth,99,UK,1-10
cust_01024,Business_1024,Retail,2025-03-15,Starter,29,UK,1-10
cust_01025,Business_1025,SaaS,2025-04-03,Growth,99,USA,1-10
cust_01026,Business_1026,E-commerce,2025-12-28,Starter,29,Singapore,1-10
cust_01027,Business_1027,Retail,2025-07-21,Starter,29,UK,1-10
cust_01028,Business_1028,SaaS,2025-08-04,Pro,299,USA,1-10
cust_01029,Business_1029,E-commerce,2026-01-28,Pro,299,USA,201-1000
cust_01030,Business_1030,Education,2025-08-16,Starter,29,USA,1-10
cust_01031,Business_1031,Non-profit,2026-03-11,Starter,29,Canada,1-10
cust_01032,Business_1032,E-commerce,2025-11-27,Starter,29,Australia,1-10
cust_01033,Business_1033,Retail,2026-02-12,Pro,299,Brazil,201-1000
cust_01034,Business_1034,Marketplace,2026-02-28,Pro,299,UK,201-1000
cust_01035,Business_1035,Retail,2026-03-06,Growth,99,Canada,51-200
cust_01036,Business_1036,SaaS,2025-10-23,Growth,99,USA,1-10
cust_01037,Business_1037,E-commerce,2026-01-25,Growth,99,India,51-200
cust_01038,Business_1038,E-commerce,2025-10-12,Starter,29,Canada,51-200
cust_01039,Business_1039,E-commerce,2026-03-07,Pro,299,USA,11-50
cust_01040,Business_1040,Marketplace,2026-01-29,Pro,299,Australia,1-10
cust_01041,Business_1041,SaaS,2025-12-12,Growth,99,USA,51-200
cust_01042,Business_1042,Non-profit,2025-09-09,Growth,99,Canada,51-200
cust_01043,Business_1043,E-commerce,2026-01-28,Growth,99,USA,51-200
cust_01044,Business_1044,E-commerce,2025-11-18,Starter,29,USA,1-10
cust_01045,Business_1045,E-commerce,2025-06-28,Pro,299,UK,51-200
cust_01046,Business_1046,Marketplace,2025-11-21,Pro,299,USA,51-200
cust_01047,Business_1047,SaaS,2026-02-12,Pro,299,Singapore,51-200
cust_01048,Business_1048,Services,2026-03-13,Pro,299,Singapore,51-200
cust_01049,Business_1049,Services,2025-07-14,Starter,29,UK,1-10
cust_01050,Business_1050,E-commerce,2026-03-13,Growth,99,Canada,11-50
cust_01051,Business_1051,SaaS,2025-07-09,Growth,99,USA,11-50
cust_01052,Business_1052,Education,2025-12-15,Growth,99,India,11-50
cust_01053,Business_1053,E-commerce,2025-04-14,Starter,29,USA,1-10
cust_01054,Business_1054,Marketplace,2025-09-04,Growth,99,USA,11-50
cust_01055,Business_1055,SaaS,2025-03-15,Pro,299,Canada,11-50
cust_01056,Business_1056,E-commerce,2026-01-23,Growth,99,Germany,11-50
cust_01057,Business_1057,E-commerce,2025-09-22,Starter,29,UK,1-10
cust_01058,Business_1058,E-commerce,2026-01-13,Starter,29,USA,1-10
cust_01059,Business_1059,SaaS,2025-12-27,Growth,99,Australia,1-10
cust_01060,Business_1060,E-commerce,2025-11-17,Pro,299,Canada,11-50
cust_01061,Business_1061,Healthcare,2025-07-10,Pro,299,India,51-200
cust_01062,Business_1062,Retail,2025-03-15,Starter,29,UK,1-10
cust_01063,Business_1063,SaaS,2025-09-21,Pro,299,Brazil,1-10
cust_01064,Business_1064,SaaS,2026-01-10,Pro,299,USA,51-200
cust_01065,Business_1065,SaaS,2026-01-09,Growth,99,USA,51-200
cust_01066,Business_1066,E-commerce,2025-10-06,Starter,29,Australia,11-50
cust_01067,Business_1067,E-commerce,2026-02-11,Growth,99,USA,11-50
cust_01068,Business_1068,Retail,2026-03-01,Starter,29,Canada,1-10
cust_01069,Business_1069,Retail,2026-01-22,Pro,299,USA,11-50
cust_01070,Business_1070,Marketplace,2026-02-03,Starter,29,Brazil,1-10
cust_01071,Business_1071,SaaS,2026-02-01,Pro,299,Brazil,51-200
cust_01072,Business_1072,E-commerce,2026-02-12,Starter,29,USA,1-10
cust_01073,Business_1073,E-commerce,2026-03-10,Starter,29,USA,1-10
cust_01074,Business_1074,SaaS,2026-03-13,Pro,299,UK,11-50
cust_01075,Business_1075,Education,2025-03-15,Starter,29,USA,1-10
cust_01076,Business_1076,Retail,2026-01-08,Growth,99,India,51-200
cust_01077,Business_1077,E-commerce,2026-01-16,Starter,29,USA,1-10
cust_01078,Business_1078,Services,2025-10-30,Growth,99,USA,1-10
cust_01079,Business_1079,Retail,2026-02-14,Starter,29,USA,1-10
cust_01080,Business_1080,Marketplace,2025-03-21,Pro,299,USA,11-50
cust_01081,Business_1081,E-commerce,2025-09-11,Growth,99,Brazil,1-10
cust_01082,Business_1082,E-commerce,2026-03-04,Growth,99,USA,51-200
cust_01083,Business_1083,SaaS,2026-01-10,Pro,299,USA,51-200
cust_01084,Business_1084,SaaS,2025-07-05,Pro,299,USA,51-200
cust_01085,Business_1085,Marketplace,2025-04-02,Pro,299,UK,51-200
cust_01086,Business_1086,SaaS,2025-12-30,Pro,299,USA,11-50
cust_01087,Business_1087,SaaS,2025-11-21,Pro,299,USA,51-200
cust_01088,Business_1088,E-commerce,2026-02-22,Starter,29,Brazil,1-10
cust_01089,Business_1089,Services,2025-03-15,Starter,29,USA,1-10
cust_01090,Business_1090,Non-profit,2026-02-12,Pro,299,USA,51-200
cust_01091,Business_1091,SaaS,2025-04-06,Growth,99,USA,1-10
cust_01092,Business_1092,SaaS,2025-11-10,Growth,99,USA,11-50
cust_01093,Business_1093,E-commerce,2025-11-23,Growth,99,USA,11-50
cust_01094,Business_1094,E-commerce,2025-12-19,Growth,99,India,1-10
cust_01095,Business_1095,Services,2026-02-12,Pro,299,USA,51-200
cust_01096,Business_1096,Retail,2026-02-20,Pro,299,Germany,51-200
cust_01097,Business_1097,E-commerce,2026-02-14,Starter,29,UK,1-10
cust_01098,Business_1098,E-commerce,2026-02-19,Growth,99,USA,1-10
cust_01099,Business_1099,E-commerce,2025-09-15,Growth,99,USA,1-10
cust_01100,Business_1100,E-commerce,2026-01-23,Growth,99,USA,11-50
cust_01101,Business_1101,E-commerce,2026-03-08,Growth,99,USA,11-50
cust_01102,Business_1102,Retail,2025-03-15,Pro,299,Brazil,51-200
cust_01103,Business_1103,SaaS,2025-06-30,Pro,299,USA,201-1000
cust_01104,Business_1104,Retail,2025-05-04,Starter,29,USA,1-10
cust_01105,Business_1105,Services,2025-03-15,Pro,299,USA,201-1000
cust_01106,Business_1106,Retail,2026-02-21,Starter,29,Canada,11-50
cust_01107,Business_1107,Retail,2026-01-14,Starter,29,Brazil,1-10
cust_01108,Business_1108,SaaS,2025-09-26,Pro,299,India,51-200
cust_01109,Business_1109,SaaS,2025-10-24,Growth,99,USA,11-50
cust_01110,Business_1110,Non-profit,2026-02-23,Starter,29,UK,1-10
cust_01111,Business_1111,E-commerce,2025-08-24,Pro,299,USA,201-1000
cust_01112,Business_1112,E-commerce,2026-02-13,Growth,99,USA,11-50
cust_01113,Business_1113,E-commerce,2026-02-13,Starter,29,USA,11-50
cust_01114,Business_1114,E-commerce,2025-12-13,Growth,99,UK,11-50
cust_01115,Business_1115,SaaS,2025-11-28,Starter,29,USA,1-10
cust_01116,Business_1116,Marketplace,2025-12-01,Pro,299,UK,201-1000
cust_01117,Business_1117,E-commerce,2026-03-04,Growth,99,Brazil,11-50
cust_01118,Business_1118,E-commerce,2025-07-07,Starter,29,Brazil,51-200
cust_01119,Business_1119,Retail,2026-02-06,Pro,299,USA,51-200
cust_01120,Business_1120,Marketplace,2026-02-27,Growth,99,Germany,1-10
cust_01121,Business_1121,SaaS,2025-06-25,Growth,99,India,1-10
cust_01122,Business_1122,E-commerce,2025-03-15,Starter,29,India,1-10
cust_01123,Business_1123,E-commerce,2025-07-21,Pro,299,UK,201-1000
cust_01124,Business_1124,E-commerce,2025-08-29,Starter,29,USA,1-10
cust_01125,Business_1125,SaaS,2025-11-08,Starter,29,USA,1-10
cust_01126,Business_1126,E-commerce,2025-12-09,Starter,29,Brazil,11-50
cust_01127,Business_1127,E-commerce,2026-03-05,Growth,99,Canada,11-50
cust_01128,Business_1128,SaaS,2026-01-11,Growth,99,UK,11-50
cust_01129,Business_1129,Marketplace,2026-01-19,Growth,99,USA,11-50
cust_01130,Business_1130,SaaS,2026-02-07,Starter,29,USA,11-50
cust_01131,Business_1131,Services,2025-10-12,Starter,29,USA,1-10
cust_01132,Business_1132,Marketplace,2025-12-23,Pro,299,Canada,51-200
cust_01133,Business_1133,Retail,2026-03-05,Starter,29,UK,1-10
cust_01134,Business_1134,E-commerce,2026-02-14,Pro,299,Canada,11-50
cust_01135,Business_1135,Services,2025-10-29,Starter,29,USA,11-50
cust_01136,Business_1136,Marketplace,2026-03-06,Pro,299,USA,51-200
cust_01137,Business_1137,Retail,2025-07-30,Pro,299,USA,11-50
cust_01138,Business_1138,E-commerce,2025-12-23,Starter,29,Australia,11-50
cust_01139,Business_1139,E-commerce,2025-12-27,Growth,99,USA,11-50
cust_01140,Business_1140,SaaS,2025-11-28,Growth,99,USA,11-50
cust_01141,Business_1141,Retail,2025-08-19,Growth,99,UK,1-10
cust_01142,Business_1142,SaaS,2026-01-23,Growth,99,Germany,11-50
cust_01143,Business_1143,E-commerce,2025-10-31,Starter,29,USA,1-10
cust_01144,Business_1144,E-commerce,2025-12-05,Pro,299,USA,51-200
cust_01145,Business_1145,SaaS,2026-02-06,Pro,299,USA,11-50
cust_01146,Business_1146,Retail,2025-07-05,Growth,99,UK,11-50
cust_01147,Business_1147,Marketplace,2025-09-05,Growth,99,Australia,11-50
cust_01148,Business_1148,E-commerce,2025-11-07,Pro,299,USA,51-200
cust_01149,Business_1149,Retail,2025-07-30,Pro,299,Canada,51-200
cust_01150,Business_1150,Healthcare,2025-07-16,Starter,29,USA,1-10
cust_01151,Business_1151,Services,2025-10-19,Starter,29,India,11-50
cust_01152,Business_1152,E-commerce,2025-08-10,Growth,99,Australia,11-50
cust_01153,Business_1153,E-commerce,2025-10-23,Starter,29,USA,1-10
cust_01154,Business_1154,SaaS,2025-10-30,Growth,99,Brazil,1-10
cust_01155,Business_1155,E-commerce,2025-11-20,Starter,29,India,11-50
cust_01156,Business_1156,Retail,2025-09-29,Growth,99,Brazil,1-10
cust_01157,Business_1157,Marketplace,2026-02-23,Growth,99,UK,51-200
cust_01158,Business_1158,SaaS,2025-07-03,Pro,299,USA,51-200
