ticket_id,customer_id,created_at,resolved_at,category,priority,satisfaction_score
tkt_000984,cust_00753,2025-12-30 00:00:00,2025-12-31 14:00:00,integration_help,medium,2
tkt_000985,cust_00759,2025-07-23 00:00:00,2025-07-24 22:00:00,billing_question,medium,5
tkt_000986,cust_00759,2025-10-29 00:00:00,2025-10-30 15:00:00,payment_failure,medium,5
tkt_000987,cust_00759,2026-01-28 00:00:00,2026-01-28 09:00:00,payment_failure,high,4
tkt_000988,cust_00759,2026-01-11 00:00:00,2026-01-14 13:00:00,refund_request,low,2
tkt_000989,cust_00759,2025-10-09 00:00:00,2025-10-10 13:00:00,refund_request,medium,2
tkt_000990,cust_00759,2026-01-15 00:00:00,2026-01-17 02:00:00,refund_request,medium,5
tkt_000991,cust_00760,2025-10-30 00:00:00,2025-10-31 08:00:00,payment_failure,medium,4
tkt_000992,cust_00762,2026-02-24 00:00:00,2026-03-02 15:00:00,payment_failure,low,4
tkt_000993,cust_00762,2026-03-05 00:00:00,2026-03-05 14:00:00,fraud_alert,high,1
tkt_000994,cust_00762,2026-02-21 00:00:00,2026-02-22 00:00:00,payment_failure,medium,3
tkt_000995,cust_00762,2026-03-01 00:00:00,2026-03-02 15:00:00,account_setup,medium,4
tkt_000996,cust_00763,2026-02-11 00:00:00,2026-02-12 20:00:00,integration_help,low,5
tkt_000997,cust_00763,2026-02-24 00:00:00,2026-02-26 23:00:00,payment_failure,medium,3
tkt_000998,cust_00763,2026-03-11 00:00:00,2026-03-12 20:00:00,api_error,medium,5
tkt_000999,cust_00763,2026-02-25 00:00:00,2026-02-26 15:00:00,integration_help,medium,5
tkt_001000,cust_00763,2026-02-23 00:00:00,2026-03-01 22:00:00,refund_request,low,5
tkt_001001,cust_00763,2026-02-10 00:00:00,2026-02-10 09:00:00,refund_request,high,1
tkt_001002,cust_00765,2026-03-15 00:00:00,2026-03-19 21:00:00,payment_failure,low,1
tkt_001003,cust_00765,2026-03-13 00:00:00,2026-03-17 04:00:00,payment_failure,low,4
tkt_001004,cust_00765,2026-03-13 00:00:00,2026-03-14 03:00:00,billing_question,medium,4
tkt_001005,cust_00766,2026-03-14 00:00:00,2026-03-16 18:00:00,payment_failure,medium,4
tkt_001006,cust_00768,2025-07-11 00:00:00,2025-07-11 18:00:00,account_setup,medium,4
tkt_001007,cust_00770,2025-09-11 00:00:00,2025-09-11 04:00:00,billing_question,high,3
tkt_001008,cust_00771,2026-03-06 00:00:00,2026-03-07 19:00:00,billing_question,medium,5
tkt_001009,cust_00771,2026-03-09 00:00:00,2026-03-12 21:00:00,refund_request,low,4
tkt_001010,cust_00771,2026-03-10 00:00:00,2026-03-11 05:00:00,refund_request,medium,4
tkt_001011,cust_00772,2026-01-09 00:00:00,2026-01-15 03:00:00,integration_help,low,1
tkt_001012,cust_00775,2026-02-26 00:00:00,2026-02-27 07:00:00,refund_request,medium,1
tkt_001013,cust_00775,2025-10-17 00:00:00,2025-10-17 15:00:00,payment_failure,high,4
tkt_001014,cust_00776,2026-02-28 00:00:00,2026-02-28 06:00:00,integration_help,urgent,4
tkt_001015,cust_00776,2026-03-10 00:00:00,2026-03-11 17:00:00,payment_failure,low,2
tkt_001016,cust_00776,2026-03-12 00:00:00,2026-03-13 09:00:00,refund_request,medium,4
tkt_001017,cust_00777,2026-02-20 00:00:00,2026-02-20 12:00:00,integration_help,high,2
tkt_001018,cust_00777,2026-02-22 00:00:00,2026-02-22 05:00:00,refund_request,high,4
tkt_001019,cust_00778,2026-01-02 00:00:00,2026-01-04 23:00:00,payment_failure,medium,3
tkt_001020,cust_00778,2026-01-24 00:00:00,2026-01-24 18:00:00,payout_delay,high,3
tkt_001021,cust_00779,2026-03-15 00:00:00,2026-03-17 01:00:00,payment_failure,medium,5
tkt_001022,cust_00783,2026-03-02 00:00:00,2026-03-07 04:00:00,refund_request,low,4
tkt_001023,cust_00784,2026-01-29 00:00:00,2026-01-29 08:00:00,refund_request,urgent,4
tkt_001024,cust_00784,2026-02-08 00:00:00,2026-02-09 15:00:00,payment_failure,low,2
tkt_001025,cust_00784,2026-03-09 00:00:00,2026-03-09 13:00:00,payout_delay,high,2
tkt_001026,cust_00786,2025-09-13 00:00:00,2025-09-13 11:00:00,payment_failure,medium,1
tkt_001027,cust_00787,2026-03-05 00:00:00,2026-03-05 10:00:00,payment_failure,medium,3
tkt_001028,cust_00787,2026-03-11 00:00:00,2026-03-14 19:00:00,payment_failure,low,5
tkt_001029,cust_00787,2025-12-03 00:00:00,2025-12-09 22:00:00,payment_failure,low,4
tkt_001030,cust_00787,2026-01-05 00:00:00,2026-01-05 01:00:00,refund_request,urgent,2
tkt_001031,cust_00787,2026-03-06 00:00:00,2026-03-08 00:00:00,integration_help,medium,5
tkt_001032,cust_00787,2026-03-05 00:00:00,2026-03-06 06:00:00,refund_request,medium,5
tkt_001033,cust_00788,2026-03-11 00:00:00,2026-03-11 04:00:00,fraud_alert,high,1
tkt_001034,cust_00790,2025-04-22 00:00:00,2025-04-22 02:00:00,billing_question,urgent,1
tkt_001035,cust_00790,2025-05-19 00:00:00,2025-05-19 19:00:00,refund_request,high,4
tkt_001036,cust_00790,2025-11-10 00:00:00,2025-11-13 20:00:00,payment_failure,low,5
tkt_001037,cust_00792,2026-03-12 00:00:00,2026-03-12 16:00:00,payment_failure,high,4
tkt_001038,cust_00792,2026-03-13 00:00:00,2026-03-14 00:00:00,integration_help,medium,3
tkt_001039,cust_00793,2026-02-03 00:00:00,2026-02-05 09:00:00,payment_failure,low,5
tkt_001040,cust_00793,2026-01-28 00:00:00,2026-02-01 14:00:00,payment_failure,low,5
tkt_001041,cust_00794,2026-02-02 00:00:00,2026-02-03 00:00:00,payment_failure,high,4
tkt_001042,cust_00794,2026-01-26 00:00:00,2026-01-26 07:00:00,account_setup,urgent,1
tkt_001043,cust_00794,2026-01-31 00:00:00,2026-01-31 15:00:00,integration_help,medium,5
tkt_001044,cust_00795,2026-03-15 00:00:00,2026-03-15 19:00:00,integration_help,high,5
tkt_001045,cust_00796,2025-12-14 00:00:00,2025-12-14 05:00:00,integration_help,urgent,4
tkt_001046,cust_00796,2025-12-24 00:00:00,2025-12-24 03:00:00,payment_failure,urgent,4
tkt_001047,cust_00796,2026-02-25 00:00:00,2026-02-25 01:00:00,payment_failure,urgent,5
tkt_001048,cust_00797,2025-09-28 00:00:00,2025-09-28 10:00:00,account_setup,high,4
tkt_001049,cust_00798,2025-12-25 00:00:00,2025-12-25 05:00:00,integration_help,high,1
tkt_001050,cust_00798,2026-01-28 00:00:00,2026-01-29 00:00:00,account_setup,low,4
tkt_001051,cust_00800,2025-08-15 00:00:00,2025-08-15 11:00:00,refund_request,high,5
tkt_001052,cust_00800,2025-10-13 00:00:00,2025-10-13 06:00:00,integration_help,high,1
tkt_001053,cust_00800,2025-08-18 00:00:00,2025-08-18 19:00:00,payment_failure,high,4
tkt_001054,cust_00800,2025-09-14 00:00:00,2025-09-15 00:00:00,payment_failure,high,1
tkt_001055,cust_00800,2025-10-09 00:00:00,2025-10-09 16:00:00,payment_failure,medium,4
tkt_001056,cust_00802,2026-02-27 00:00:00,2026-03-01 16:00:00,payment_failure,medium,3
tkt_001057,cust_00802,2026-03-15 00:00:00,2026-03-15 23:00:00,payment_failure,medium,4
tkt_001058,cust_00802,2026-03-06 00:00:00,2026-03-08 18:00:00,billing_question,medium,5
tkt_001059,cust_00806,2026-02-11 00:00:00,2026-02-11 06:00:00,fraud_alert,high,1
tkt_001060,cust_00806,2025-12-07 00:00:00,2025-12-07 06:00:00,api_error,urgent,4
tkt_001061,cust_00808,2025-05-27 00:00:00,2025-06-01 17:00:00,refund_request,low,5
tkt_001062,cust_00808,2026-01-07 00:00:00,2026-01-09 09:00:00,refund_request,medium,2
tkt_001063,cust_00809,2026-02-03 00:00:00,2026-02-05 04:00:00,refund_request,medium,1
tkt_001064,cust_00810,2026-03-04 00:00:00,2026-03-05 03:00:00,refund_request,medium,4
tkt_001065,cust_00812,2025-08-13 00:00:00,2025-08-17 08:00:00,integration_help,low,4
tkt_001066,cust_00815,2025-08-24 00:00:00,2025-08-24 02:00:00,payment_failure,urgent,3
tkt_001067,cust_00815,2025-11-25 00:00:00,2025-11-27 13:00:00,payment_failure,medium,2
tkt_001068,cust_00815,2025-12-29 00:00:00,2025-12-29 21:00:00,integration_help,medium,3
tkt_001069,cust_00816,2026-01-21 00:00:00,2026-01-23 00:00:00,refund_request,medium,5
tkt_001070,cust_00816,2026-02-04 00:00:00,2026-02-10 22:00:00,billing_question,low,5
tkt_001071,cust_00817,2026-01-06 00:00:00,2026-01-09 01:00:00,fraud_alert,low,5
tkt_001072,cust_00818,2026-02-10 00:00:00,2026-02-10 06:00:00,payment_failure,high,3
tkt_001073,cust_00819,2026-03-12 00:00:00,2026-03-13 11:00:00,billing_question,low,5
tkt_001074,cust_00819,2026-03-13 00:00:00,2026-03-13 06:00:00,payment_failure,high,3
tkt_001075,cust_00820,2026-03-11 00:00:00,2026-03-11 11:00:00,payment_failure,medium,4
tkt_001076,cust_00820,2026-03-14 00:00:00,2026-03-14 15:00:00,refund_request,high,4
tkt_001077,cust_00820,2026-03-06 00:00:00,2026-03-09 00:00:00,integration_help,medium,3
tkt_001078,cust_00820,2026-02-26 00:00:00,2026-02-26 17:00:00,refund_request,high,5
tkt_001079,cust_00821,2025-09-11 00:00:00,2025-09-11 13:00:00,payout_delay,high,4
tkt_001080,cust_00824,2026-01-23 00:00:00,2026-01-26 08:00:00,api_error,low,3
tkt_001081,cust_00828,2026-01-29 00:00:00,2026-02-03 17:00:00,refund_request,low,3
tkt_001082,cust_00830,2026-03-04 00:00:00,2026-03-04 12:00:00,billing_question,high,2
tkt_001083,cust_00830,2026-03-13 00:00:00,2026-03-13 17:00:00,payment_failure,high,4
tkt_001084,cust_00831,2026-02-16 00:00:00,2026-02-16 09:00:00,api_error,high,4
tkt_001085,cust_00831,2026-03-05 00:00:00,2026-03-05 22:00:00,fraud_alert,high,1
tkt_001086,cust_00835,2026-02-17 00:00:00,2026-02-18 10:00:00,billing_question,medium,3
tkt_001087,cust_00835,2026-01-25 00:00:00,2026-01-28 23:00:00,refund_request,low,5
tkt_001088,cust_00836,2026-03-11 00:00:00,2026-03-17 05:00:00,fraud_alert,low,1
tkt_001089,cust_00836,2026-01-17 00:00:00,2026-01-19 08:00:00,billing_question,medium,5
tkt_001090,cust_00838,2026-02-19 00:00:00,2026-02-20 04:00:00,integration_help,medium,4
tkt_001091,cust_00842,2025-11-20 00:00:00,2025-11-21 18:00:00,payout_delay,medium,4
tkt_001092,cust_00845,2026-03-02 00:00:00,2026-03-02 23:00:00,integration_help,high,3
tkt_001093,cust_00846,2026-01-25 00:00:00,2026-01-26 08:00:00,billing_question,medium,2
tkt_001094,cust_00848,2026-01-01 00:00:00,2026-01-01 14:00:00,payout_delay,medium,4
tkt_001095,cust_00850,2026-01-15 00:00:00,2026-01-15 19:00:00,payment_failure,high,3
tkt_001096,cust_00850,2026-02-24 00:00:00,2026-02-24 13:00:00,payment_failure,high,3
tkt_001097,cust_00850,2026-03-06 00:00:00,2026-03-06 08:00:00,integration_help,urgent,3
tkt_001098,cust_00850,2026-02-01 00:00:00,2026-02-01 12:00:00,payment_failure,medium,3
tkt_001099,cust_00850,2026-02-23 00:00:00,2026-02-24 23:00:00,integration_help,medium,4
tkt_001100,cust_00852,2025-12-15 00:00:00,2025-12-15 04:00:00,refund_request,high,4
tkt_001101,cust_00852,2025-11-20 00:00:00,2025-11-22 15:00:00,payment_failure,medium,5
tkt_001102,cust_00852,2025-10-23 00:00:00,2025-10-28 18:00:00,integration_help,low,5
tkt_001103,cust_00852,2026-01-04 00:00:00,2026-01-05 10:00:00,payment_failure,medium,5
tkt_001104,cust_00852,2025-11-19 00:00:00,2025-11-21 08:00:00,refund_request,medium,5
tkt_001105,cust_00855,2026-02-22 00:00:00,2026-02-22 16:00:00,integration_help,high,4
tkt_001106,cust_00857,2026-03-14 00:00:00,2026-03-15 01:00:00,payout_delay,low,4
tkt_001107,cust_00857,2026-03-12 00:00:00,2026-03-12 18:00:00,payment_failure,high,5
tkt_001108,cust_00860,2026-03-08 00:00:00,2026-03-09 00:00:00,payment_failure,high,3
tkt_001109,cust_00861,2026-02-18 00:00:00,2026-02-21 19:00:00,billing_question,low,4
tkt_001110,cust_00862,2026-02-24 00:00:00,2026-02-24 17:00:00,billing_question,medium,4
tkt_001111,cust_00863,2026-02-04 00:00:00,2026-02-04 21:00:00,refund_request,high,4
tkt_001112,cust_00863,2025-12-25 00:00:00,2025-12-25 11:00:00,integration_help,high,5
tkt_001113,cust_00863,2026-02-21 00:00:00,2026-02-22 20:00:00,payment_failure,medium,3
tkt_001114,cust_00863,2026-03-09 00:00:00,2026-03-09 19:00:00,refund_request,medium,5
tkt_001115,cust_00863,2026-03-10 00:00:00,2026-03-10 06:00:00,payment_failure,high,3
tkt_001116,cust_00863,2026-02-26 00:00:00,2026-02-26 18:00:00,payment_failure,high,4
tkt_001117,cust_00864,2026-02-09 00:00:00,2026-02-09 10:00:00,refund_request,medium,4
tkt_001118,cust_00865,2026-02-05 00:00:00,2026-02-05 19:00:00,account_setup,high,2
tkt_001119,cust_00865,2026-01-21 00:00:00,2026-01-21 16:00:00,payment_failure,high,4
tkt_001120,cust_00865,2026-01-20 00:00:00,2026-01-20 05:00:00,payment_failure,high,1
tkt_001121,cust_00866,2026-01-01 00:00:00,2026-01-02 01:00:00,billing_question,medium,3
tkt_001122,cust_00866,2026-02-03 00:00:00,2026-02-05 11:00:00,refund_request,low,4
tkt_001123,cust_00869,2025-11-10 00:00:00,2025-11-12 18:00:00,payment_failure,medium,5
tkt_001124,cust_00870,2025-06-23 00:00:00,2025-06-23 04:00:00,integration_help,high,3
tkt_001125,cust_00870,2025-04-16 00:00:00,2025-04-16 17:00:00,refund_request,high,2
tkt_001126,cust_00870,2025-07-29 00:00:00,2025-07-29 08:00:00,payment_failure,medium,5
tkt_001127,cust_00872,2026-03-08 00:00:00,2026-03-08 21:00:00,account_setup,high,3
tkt_001128,cust_00873,2026-02-22 00:00:00,2026-02-22 21:00:00,payment_failure,medium,5
tkt_001129,cust_00873,2026-01-13 00:00:00,2026-01-13 08:00:00,account_setup,urgent,2
tkt_001130,cust_00873,2026-01-31 00:00:00,2026-02-01 02:00:00,refund_request,medium,5
tkt_001131,cust_00876,2026-03-03 00:00:00,2026-03-06 20:00:00,refund_request,low,4
tkt_001132,cust_00876,2026-03-10 00:00:00,2026-03-10 23:00:00,billing_question,medium,5
tkt_001133,cust_00876,2026-03-09 00:00:00,2026-03-10 10:00:00,refund_request,medium,4
tkt_001134,cust_00877,2025-12-15 00:00:00,2025-12-15 03:00:00,integration_help,urgent,5
tkt_001135,cust_00877,2025-10-18 00:00:00,2025-10-18 07:00:00,payment_failure,high,1
tkt_001136,cust_00877,2026-03-11 00:00:00,2026-03-11 12:00:00,payment_failure,high,2
tkt_001137,cust_00877,2025-12-12 00:00:00,2025-12-12 13:00:00,payment_failure,high,3
tkt_001138,cust_00879,2026-03-14 00:00:00,2026-03-14 12:00:00,payment_failure,medium,3
tkt_001139,cust_00879,2026-03-14 00:00:00,2026-03-14 09:00:00,refund_request,high,3
tkt_001140,cust_00879,2026-03-15 00:00:00,2026-03-15 21:00:00,refund_request,high,1
tkt_001141,cust_00879,2026-03-14 00:00:00,2026-03-14 07:00:00,payment_failure,high,2
tkt_001142,cust_00880,2026-02-25 00:00:00,2026-03-02 01:00:00,integration_help,low,5
tkt_001143,cust_00881,2026-03-12 00:00:00,2026-03-12 04:00:00,payout_delay,urgent,5
tkt_001144,cust_00882,2026-03-02 00:00:00,2026-03-03 01:00:00,payment_failure,medium,3
tkt_001145,cust_00882,2025-11-18 00:00:00,2025-11-19 00:00:00,integration_help,high,3
tkt_001146,cust_00882,2026-02-22 00:00:00,2026-02-23 18:00:00,refund_request,medium,3
tkt_001147,cust_00884,2026-03-15 00:00:00,2026-03-16 06:00:00,refund_request,medium,4
tkt_001148,cust_00884,2026-03-12 00:00:00,2026-03-12 10:00:00,payment_failure,high,1
tkt_001149,cust_00885,2025-12-18 00:00:00,2025-12-22 16:00:00,payment_failure,low,5
tkt_001150,cust_00885,2025-09-08 00:00:00,2025-09-10 20:00:00,payment_failure,medium,4
tkt_001151,cust_00885,2025-11-22 00:00:00,2025-11-24 12:00:00,payment_failure,medium,5
tkt_001152,cust_00885,2025-12-29 00:00:00,2025-12-30 00:00:00,payment_failure,medium,5
tkt_001153,cust_00885,2025-11-17 00:00:00,2025-11-23 00:00:00,billing_question,low,4
tkt_001154,cust_00886,2026-03-01 00:00:00,2026-03-03 01:00:00,account_setup,medium,5
tkt_001155,cust_00886,2026-03-09 00:00:00,2026-03-11 06:00:00,integration_help,medium,5
tkt_001156,cust_00889,2026-03-10 00:00:00,2026-03-12 23:00:00,fraud_alert,medium,4
tkt_001157,cust_00890,2026-02-22 00:00:00,2026-02-22 22:00:00,payment_failure,high,4
tkt_001158,cust_00891,2026-01-11 00:00:00,2026-01-11 10:00:00,refund_request,medium,5
tkt_001159,cust_00891,2026-02-25 00:00:00,2026-02-25 09:00:00,payment_failure,high,4
tkt_001160,cust_00891,2025-12-11 00:00:00,2025-12-11 11:00:00,payout_delay,medium,5
tkt_001161,cust_00891,2026-01-04 00:00:00,2026-01-04 07:00:00,payment_failure,high,2
tkt_001162,cust_00892,2026-03-09 00:00:00,2026-03-09 13:00:00,billing_question,medium,2
tkt_001163,cust_00893,2025-08-31 00:00:00,2025-09-06 00:00:00,payment_failure,low,5
tkt_001164,cust_00893,2025-12-25 00:00:00,2025-12-25 05:00:00,payment_failure,urgent,1
tkt_001165,cust_00893,2025-11-02 00:00:00,2025-11-02 16:00:00,payment_failure,high,4
tkt_001166,cust_00895,2026-02-16 00:00:00,2026-02-16 08:00:00,payment_failure,urgent,4
tkt_001167,cust_00895,2026-01-01 00:00:00,2026-01-02 00:00:00,payment_failure,high,4
tkt_001168,cust_00895,2026-01-29 00:00:00,2026-01-29 19:00:00,payout_delay,high,2
tkt_001169,cust_00896,2026-03-10 00:00:00,2026-03-10 05:00:00,integration_help,urgent,2
tkt_001170,cust_00896,2026-02-25 00:00:00,2026-02-25 07:00:00,fraud_alert,urgent,4
tkt_001171,cust_00896,2026-02-24 00:00:00,2026-02-26 04:00:00,payment_failure,medium,4
tkt_001172,cust_00896,2026-03-05 00:00:00,2026-03-05 14:00:00,refund_request,high,5
tkt_001173,cust_00900,2026-03-12 00:00:00,2026-03-12 04:00:00,integration_help,high,5
tkt_001174,cust_00900,2026-03-07 00:00:00,2026-03-07 07:00:00,payment_failure,high,4
tkt_001175,cust_00900,2026-03-12 00:00:00,2026-03-12 08:00:00,refund_request,urgent,4
tkt_001176,cust_00902,2026-03-14 00:00:00,2026-03-15 20:00:00,integration_help,medium,2
tkt_001177,cust_00902,2026-03-14 00:00:00,2026-03-14 10:00:00,payment_failure,high,3
tkt_001178,cust_00903,2026-02-23 00:00:00,2026-02-23 23:00:00,payment_failure,high,2
tkt_001179,cust_00904,2026-03-05 00:00:00,2026-03-10 15:00:00,payment_failure,low,4
tkt_001180,cust_00906,2026-01-03 00:00:00,2026-01-03 09:00:00,billing_question,high,3
tkt_001181,cust_00907,2025-09-23 00:00:00,2025-09-25 13:00:00,billing_question,medium,5
tkt_001182,cust_00908,2026-02-07 00:00:00,2026-02-07 06:00:00,billing_question,high,5
tkt_001183,cust_00908,2026-02-28 00:00:00,2026-02-28 01:00:00,payment_failure,urgent,3
tkt_001184,cust_00911,2026-03-06 00:00:00,2026-03-06 15:00:00,payout_delay,high,4
tkt_001185,cust_00911,2025-12-21 00:00:00,2025-12-21 21:00:00,integration_help,high,5
tkt_001186,cust_00912,2026-02-09 00:00:00,2026-02-09 21:00:00,fraud_alert,high,5
tkt_001187,cust_00914,2026-02-06 00:00:00,2026-02-06 12:00:00,integration_help,high,1
tkt_001188,cust_00914,2026-02-16 00:00:00,2026-02-17 11:00:00,payment_failure,medium,2
tkt_001189,cust_00914,2026-01-13 00:00:00,2026-01-13 10:00:00,integration_help,high,4
tkt_001190,cust_00915,2026-01-20 00:00:00,2026-01-20 06:00:00,refund_request,urgent,3
tkt_001191,cust_00915,2025-12-20 00:00:00,2025-12-20 22:00:00,api_error,high,1
tkt_001192,cust_00915,2026-02-06 00:00:00,2026-02-07 04:00:00,fraud_alert,low,4
tkt_001193,cust_00915,2026-02-16 00:00:00,2026-02-21 06:00:00,payment_failure,low,3
tkt_001194,cust_00917,2026-02-08 00:00:00,2026-02-10 03:00:00,refund_request,medium,5
tkt_001195,cust_00917,2026-03-05 00:00:00,2026-03-05 21:00:00,integration_help,high,5
tkt_001196,cust_00917,2026-02-23 00:00:00,2026-02-28 08:00:00,payment_failure,low,5
tkt_001197,cust_00917,2026-02-28 00:00:00,2026-03-02 06:00:00,refund_request,low,4
tkt_001198,cust_00918,2025-11-16 00:00:00,2025-11-19 08:00:00,payment_failure,low,3
tkt_001199,cust_00920,2026-03-11 00:00:00,2026-03-13 13:00:00,refund_request,medium,4
tkt_001200,cust_00922,2026-02-17 00:00:00,2026-02-17 17:00:00,integration_help,high,2
tkt_001201,cust_00924,2025-11-27 00:00:00,2025-11-27 06:00:00,payment_failure,urgent,3
tkt_001202,cust_00925,2026-01-28 00:00:00,2026-01-28 01:00:00,fraud_alert,urgent,4
tkt_001203,cust_00925,2026-02-09 00:00:00,2026-02-09 06:00:00,payment_failure,urgent,5
tkt_001204,cust_00925,2026-01-11 00:00:00,2026-01-11 03:00:00,payment_failure,urgent,3
tkt_001205,cust_00928,2026-01-23 00:00:00,2026-01-23 09:00:00,integration_help,high,1
tkt_001206,cust_00928,2026-02-15 00:00:00,2026-02-17 22:00:00,refund_request,low,3
tkt_001207,cust_00928,2026-02-06 00:00:00,2026-02-06 23:00:00,payment_failure,high,4
tkt_001208,cust_00928,2026-01-28 00:00:00,2026-01-29 08:00:00,payment_failure,low,4
tkt_001209,cust_00929,2025-11-24 00:00:00,2025-11-24 19:00:00,api_error,high,1
tkt_001210,cust_00930,2026-02-26 00:00:00,2026-02-27 16:00:00,payment_failure,medium,4
tkt_001211,cust_00932,2025-09-02 00:00:00,2025-09-02 18:00:00,payment_failure,medium,3
tkt_001212,cust_00933,2025-07-13 00:00:00,2025-07-15 15:00:00,payment_failure,medium,5
tkt_001213,cust_00933,2026-02-03 00:00:00,2026-02-03 23:00:00,account_setup,medium,4
tkt_001214,cust_00933,2025-05-26 00:00:00,2025-05-26 05:00:00,fraud_alert,urgent,1
tkt_001215,cust_00933,2025-06-15 00:00:00,2025-06-15 22:00:00,payment_failure,high,5
tkt_001216,cust_00934,2026-01-30 00:00:00,2026-01-30 21:00:00,integration_help,medium,3
tkt_001217,cust_00934,2026-01-02 00:00:00,2026-01-08 10:00:00,fraud_alert,low,4
tkt_001218,cust_00936,2026-02-20 00:00:00,2026-02-20 13:00:00,integration_help,high,4
tkt_001219,cust_00936,2026-03-12 00:00:00,2026-03-12 18:00:00,account_setup,high,2
tkt_001220,cust_00938,2025-09-05 00:00:00,2025-09-05 09:00:00,account_setup,high,3
tkt_001221,cust_00938,2025-06-15 00:00:00,2025-06-15 19:00:00,payment_failure,high,1
tkt_001222,cust_00939,2026-03-13 00:00:00,2026-03-13 22:00:00,refund_request,medium,5
tkt_001223,cust_00940,2026-01-13 00:00:00,2026-01-13 23:00:00,refund_request,high,2
tkt_001224,cust_00940,2026-01-16 00:00:00,2026-01-16 20:00:00,payment_failure,medium,4
tkt_001225,cust_00940,2025-12-05 00:00:00,2025-12-05 12:00:00,payment_failure,high,3
tkt_001226,cust_00940,2026-01-29 00:00:00,2026-01-31 12:00:00,fraud_alert,low,1
tkt_001227,cust_00945,2026-02-28 00:00:00,2026-03-06 01:00:00,payment_failure,low,2
tkt_001228,cust_00945,2026-03-01 00:00:00,2026-03-01 13:00:00,integration_help,high,4
tkt_001229,cust_00947,2026-02-27 00:00:00,2026-03-04 19:00:00,account_setup,low,5
tkt_001230,cust_00948,2026-03-14 00:00:00,2026-03-15 17:00:00,integration_help,low,5
tkt_001231,cust_00949,2025-08-20 00:00:00,2025-08-26 21:00:00,integration_help,low,1
tkt_001232,cust_00949,2025-07-27 00:00:00,2025-07-28 12:00:00,payment_failure,low,3
tkt_001233,cust_00951,2026-01-09 00:00:00,2026-01-09 17:00:00,payment_failure,medium,4
tkt_001234,cust_00951,2026-02-10 00:00:00,2026-02-12 19:00:00,payment_failure,medium,5
tkt_001235,cust_00951,2026-01-22 00:00:00,2026-01-24 11:00:00,payment_failure,low,3
tkt_001236,cust_00951,2026-01-31 00:00:00,2026-02-01 19:00:00,integration_help,medium,1
tkt_001237,cust_00951,2025-12-12 00:00:00,2025-12-14 08:00:00,fraud_alert,medium,3
tkt_001238,cust_00952,2026-02-18 00:00:00,2026-02-19 20:00:00,fraud_alert,medium,2
tkt_001239,cust_00953,2026-03-13 00:00:00,2026-03-13 18:00:00,payment_failure,medium,1
tkt_001240,cust_00953,2026-03-12 00:00:00,2026-03-12 07:00:00,payment_failure,urgent,3
tkt_001241,cust_00953,2026-03-14 00:00:00,2026-03-14 10:00:00,payment_failure,high,2
tkt_001242,cust_00953,2026-03-11 00:00:00,2026-03-11 02:00:00,refund_request,urgent,5
tkt_001243,cust_00953,2026-02-23 00:00:00,2026-02-23 20:00:00,refund_request,high,2
tkt_001244,cust_00957,2026-01-27 00:00:00,2026-01-27 02:00:00,refund_request,urgent,1
tkt_001245,cust_00959,2026-03-08 00:00:00,2026-03-08 06:00:00,payment_failure,urgent,3
tkt_001246,cust_00959,2026-02-24 00:00:00,2026-02-26 05:00:00,payment_failure,medium,5
tkt_001247,cust_00959,2026-02-23 00:00:00,2026-02-23 14:00:00,integration_help,high,5
tkt_001248,cust_00960,2026-02-19 00:00:00,2026-02-20 20:00:00,payment_failure,medium,3
tkt_001249,cust_00960,2025-12-07 00:00:00,2025-12-09 18:00:00,payment_failure,medium,4
tkt_001250,cust_00960,2025-11-11 00:00:00,2025-11-11 04:00:00,payment_failure,high,4
tkt_001251,cust_00960,2026-01-04 00:00:00,2026-01-06 06:00:00,refund_request,medium,2
tkt_001252,cust_00960,2025-11-10 00:00:00,2025-11-12 13:00:00,refund_request,medium,4
tkt_001253,cust_00964,2026-02-23 00:00:00,2026-02-23 07:00:00,api_error,high,5
tkt_001254,cust_00964,2026-03-10 00:00:00,2026-03-11 00:00:00,payment_failure,medium,4
tkt_001255,cust_00964,2026-01-17 00:00:00,2026-01-19 01:00:00,integration_help,medium,5
tkt_001256,cust_00966,2026-02-26 00:00:00,2026-02-27 22:00:00,payment_failure,medium,5
tkt_001257,cust_00967,2026-01-21 00:00:00,2026-01-23 15:00:00,integration_help,medium,4
tkt_001258,cust_00969,2025-12-20 00:00:00,2025-12-21 04:00:00,refund_request,low,5
tkt_001259,cust_00971,2025-11-23 00:00:00,2025-11-23 04:00:00,refund_request,urgent,4
tkt_001260,cust_00971,2025-12-31 00:00:00,2025-12-31 10:00:00,payment_failure,high,2
tkt_001261,cust_00971,2025-12-16 00:00:00,2025-12-16 02:00:00,payment_failure,urgent,2
tkt_001262,cust_00972,2025-11-26 00:00:00,2025-11-26 04:00:00,payment_failure,urgent,3
tkt_001263,cust_00972,2025-07-31 00:00:00,2025-07-31 08:00:00,billing_question,high,4
tkt_001264,cust_00972,2025-06-08 00:00:00,2025-06-08 18:00:00,payment_failure,high,4
tkt_001265,cust_00972,2025-07-10 00:00:00,2025-07-11 00:00:00,payment_failure,medium,4
tkt_001266,cust_00972,2025-07-10 00:00:00,2025-07-10 19:00:00,refund_request,medium,4
tkt_001267,cust_00972,2025-09-05 00:00:00,2025-09-05 10:00:00,payment_failure,high,4
